,id,name,equation,definition,enzyme,substrates,products,stoichiometry_substrates,stoichiometry_products
9425,R10606,S-adenosyl-L-methionine:(R)-reticuline 7-O-methyltransferase,C05178 + C00019 <=> C09555 + C00021,(R)-Reticuline + S-Adenosyl-L-methionine <=> (-)-Laudanidine + S-Adenosyl-L-homocysteine,2.1.1.291,"['C05178', 'C00019']","['C09555', 'C00021']","[1, 1]","[1, 1]"
9426,R10607,"UDP-glucose:ginsenoside-Rd beta-1,6-glucosyltransferase",C00029 + C20725 <=> C00015 + C20713,UDP-glucose + Ginsenoside Rd <=> UDP + Ginsenoside Rb1,2.4.1.314,"['C00029', 'C20725']","['C00015', 'C20713']","[1, 1]","[1, 1]"
9427,R10608,nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase,C01185 + C00146 <=> C00253 + C20726 + C00080,Nicotinate D-ribonucleotide + Phenol <=> Nicotinate + Phenyl 5-phospho-alpha-D-ribofuranoside + H+,2.4.2.55,"['C01185', 'C00146']","['C00253', 'C20726', 'C00080']","[1, 1]","[1, 1, 1]"
9428,R10609,UDP-alpha-D-xylose:kaempferol 3-O-D-xylosyltransferase,C00190 + C05903 <=> C00015 + C20727,UDP-D-xylose + Kaempferol <=> UDP + Kaempferol 3-O-beta-D-xyloside,2.4.2.56,"['C00190', 'C05903']","['C00015', 'C20727']","[1, 1]","[1, 1]"
9429,R10610,O-phospho-L-serine:thiocarboxy-[sulfur-carrier protein] 2-amino-2-carboxyethyltransferase,C01005 + C15814 <=> C20729 + C00009,O-Phospho-L-serine + Thiocarboxy-[sulfur-carrier protein] <=> [Sulfur-carrier protein]-Gly-NH-CH2-C(O)-S-L-cysteine + Orthophosphate,2.5.1.113,"['C01005', 'C15814']","['C20729', 'C00009']","[1, 1]","[1, 1]"
9430,R10611,S-adenosyl-L-methionine:tRNA(Phe) (4-demethylwyosine37-C7)-[(3S)-3-amino-3-carboxypropyl]transferase,C00019 + C20691 <=> C00170 + C20652,S-Adenosyl-L-methionine + 4-Demethylwyosine in tRNA(Phe) <=> 5'-Methylthioadenosine + 7-[(3S)-3-Amino-3-carboxypropyl]-4-demethylwyosine in tRNA(Phe),2.5.1.114,"['C00019', 'C20691']","['C00170', 'C20652']","[1, 1]","[1, 1]"
9431,R10612,(S)-malyl-CoA hydrolase,C04348 + C00001 <=> C00149 + C00010,L-Malyl-CoA + H2O <=> (S)-Malate + CoA,3.1.2.30,"['C04348', 'C00001']","['C00149', 'C00010']","[1, 1]","[1, 1]"
9432,R10613,FAD:protein riboflavin-5'-phosphate transferase,C00016 + C19803 <=> C20730 + C00020,FAD + [Protein]-L-threonine <=> [Protein]-FMN-L-Threonine + AMP,2.7.1.180,"['C00016', 'C19803']","['C20730', 'C00020']","[1, 1]","[1, 1]"
9433,R10614,acetyl-CoA:oxalate CoA-transferase,C00024 + C00209 <=> C00033 + C00313,Acetyl-CoA + Oxalate <=> Acetate + Oxalyl-CoA,2.8.3.19,"['C00024', 'C00209']","['C00033', 'C00313']","[1, 1]","[1, 1]"
9434,R10615,D-glyceraldehyde:NADP+ oxidoreductase,C00577 + C00006 + C00001 <=> C00258 + C00005 + C00080,D-Glyceraldehyde + NADP+ + H2O <=> D-Glycerate + NADPH + H+,1.2.1.89,"['C00577', 'C00006', 'C00001']","['C00258', 'C00005', 'C00080']","[1, 1, 1]","[1, 1, 1]"
9435,R10616,2-dehydro-3-deoxy-D-galactonate D-glyceraldehyde-lyase (pyruvate-forming),C01216 <=> C00022 + C00577,2-Dehydro-3-deoxy-D-galactonate <=> Pyruvate + D-Glyceraldehyde,4.1.2.51        4.1.2.55,['C01216'],"['C00022', 'C00577']",[1],"[1, 1]"
9436,R10617,mycothiol S-conjugate amidohydrolase (N-acetyl-L-cysteine-S-conjugate-forming),C20732 + C00001 <=> C05727 + C19702,Mycothiol S-conjugate + H2O <=> S-Substituted N-acetyl-L-cysteine + 1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol,3.5.1.115,"['C20732', 'C00001']","['C05727', 'C19702']","[1, 1]","[1, 1]"
9437,R10619,D-galactose 1-epimerase,C00124 <=> C00984,D-Galactose <=> alpha-D-Galactose,5.1.3.3,['C00124'],['C00984'],[1],[1]
9438,R10620,UDP-N-acetyl-alpha-D-galactosamine:N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl-threonyl-[protein] 3-beta-N-acetyl-D-galactosaminyltransferase,C20723 + C00203 <=> C20734 + C00015,3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] + UDP-N-acetyl-D-galactosamine <=> 3-O-[N-Acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein] + UDP,2.4.1.313,"['C20723', 'C00203']","['C20734', 'C00015']","[1, 1]","[1, 1]"
9439,R10621,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),C20735 + C00001 <=> C01021 + C00060,N-Acyl-aromatic-L-amino acid + H2O <=> Aromatic amino acid + Carboxylate,3.5.1.114,"['C20735', 'C00001']","['C01021', 'C00060']","[1, 1]","[1, 1]"
9440,R10622,alpha-D-galactose-1-phosphate phosphohydrolase,C00446 + C00001 <=> C00124 + C00009,alpha-D-Galactose 1-phosphate + H2O <=> D-Galactose + Orthophosphate,3.1.3.94,"['C00446', 'C00001']","['C00124', 'C00009']","[1, 1]","[1, 1]"
9441,R10623,delta-tocotrienol lyase (decyclizing),C14156 <=> C20737,"delta-Tocotrienol <=> 6-Geranylgeranyl-2-methylbenzene-1,4-diol",5.5.1.24,['C14156'],['C20737'],[1],[1]
9442,R10624,gamma-tocotrienol lyase (decyclizing),C14155 <=> C20738,"gamma-Tocotrienol <=> 6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol",5.5.1.24,['C14155'],['C20738'],[1],[1]
9443,R10625,(R)-2-hydroxyacid:quinone oxidoreductase,C02489 + C15602 <=> C00161 + C15603,(R)-2-Hydroxyacid + Quinone <=> 2-Oxo acid + Hydroquinone,1.1.5.10,"['C02489', 'C15602']","['C00161', 'C15603']","[1, 1]","[1, 1]"
9444,R10626,"narbomycin,reduced ferredoxin:oxygen oxidoreductase (neopikromycin-forming)",C11998 + 2 C00138 + 2 C00080 + C00007 <=> C20739 + 2 C00139 + C00001,Narbomycin + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> Neopikromycin + 2 Oxidized ferredoxin + H2O,1.14.15.33,"['C11998', 'C00138', 'C00080', 'C00007']","['C20739', 'C00139', 'C00001']","[1, '2', '2', 1]","[1, '2', 1]"
9445,R10627,"narbomycin,reduced ferredoxin:oxygen oxidoreductase (novapikromyin-forming)",C11998 + 4 C00138 + 4 C00080 + 2 C00007 <=> C20740 + 4 C00139 + 2 C00001,Narbomycin + 4 Reduced ferredoxin + 4 H+ + 2 Oxygen <=> Novapikromycin + 4 Oxidized ferredoxin + 2 H2O,1.14.15.33,"['C11998', 'C00138', 'C00080', 'C00007']","['C20740', 'C00139', 'C00001']","[1, '4', '4', '2']","[1, '4', '2']"
9446,R10628,"10-deoxymethymycin,reduced ferredoxin:oxygen oxidoreductase (novamethymycin-forming)",C11994 + 4 C00138 + 4 C00080 + 2 C00007 <=> C20741 + 4 C00139 + 2 C00001,10-Deoxymethymycin + 4 Reduced ferredoxin + 4 H+ + 2 Oxygen <=> Novamethymycin + 4 Oxidized ferredoxin + 2 H2O,1.14.15.33,"['C11994', 'C00138', 'C00080', 'C00007']","['C20741', 'C00139', 'C00001']","[1, '4', '4', '2']","[1, '4', '2']"
9447,R10629,NAD+ nicotinamide-lyase (cyclic-ADP-ribose-forming),C00003 <=> C13050 + C00153 + C00080,NAD+ <=> Cyclic ADP-ribose + Nicotinamide + H+,3.2.2.6,['C00003'],"['C13050', 'C00153', 'C00080']",[1],"[1, 1, 1]"
9448,R10630,cyclic-ADP-ribose hydrolase,C13050 + C00001 <=> C00301,Cyclic ADP-ribose + H2O <=> ADP-ribose,3.2.2.6,"['C13050', 'C00001']",['C00301'],"[1, 1]",[1]
9449,R10631,NADP+ nicotinamide-lyase (2'-phospho-cyclic-ADP-ribose-forming),C00006 <=> C20742 + C00153 + C00080,NADP+ <=> 2'-Phospho-cyclic ADP-ribose + Nicotinamide + H+,2.4.99.20,['C00006'],"['C20742', 'C00153', 'C00080']",[1],"[1, 1, 1]"
9450,R10632,NAADP nicotinate-lyase (2'-phospho-cyclic-ADP-ribose-forming),C20742 + C00253 + C00080 <=> C13051,2'-Phospho-cyclic ADP-ribose + Nicotinate + H+ <=> Nicotinic acid adenine dinucleotide phosphate,2.4.99.20,"['C20742', 'C00253', 'C00080']",['C13051'],"[1, 1, 1]",[1]
9451,R10633,NAD+ + Histone N6-acetyl-L-lysine + H2O <=> Nicotinamide + Histone-L-lysine + O-Acetyl-ADP-ribose + H+,C00003 + C01997 + C00001 <=> C00153 + C02415 + C20658 + C00080,NAD+ + Histone N6-acetyl-L-lysine + H2O <=> Nicotinamide + Histone-L-lysine + O-Acetyl-ADP-ribose + H+,2.3.1.286,"['C00003', 'C01997', 'C00001']","['C00153', 'C02415', 'C20658', 'C00080']","[1, 1, 1]","[1, 1, 1, 1]"
9452,R10634,NAD+ + Protein N6-acetyl-L-lysine + H2O <=> Nicotinamide + Protein lysine + O-Acetyl-ADP-ribose + H+,C00003 + C20743 + C00001 <=> C00153 + C02188 + C20658 + C00080,NAD+ + Protein N6-acetyl-L-lysine + H2O <=> Nicotinamide + Protein lysine + O-Acetyl-ADP-ribose + H+,2.3.1.286,"['C00003', 'C20743', 'C00001']","['C00153', 'C02188', 'C20658', 'C00080']","[1, 1, 1]","[1, 1, 1, 1]"
9453,R10635,"NADH:oxygen oxidoreductase (H2O2-forming, epimerising)",C20744 + C00080 + C00007 <=> C00003 + C00027,alpha-NADH + H+ + Oxygen <=> NAD+ + Hydrogen peroxide,1.6.3.5,"['C20744', 'C00080', 'C00007']","['C00003', 'C00027']","[1, 1, 1]","[1, 1]"
9454,R10636,"NADPH:oxygen oxidoreductase (H2O2-forming, epimerising)",C20745 + C00080 + C00007 <=> C00006 + C00027,alpha-NADPH + H+ + Oxygen <=> NADP+ + Hydrogen peroxide,1.6.3.5,"['C20745', 'C00080', 'C00007']","['C00006', 'C00027']","[1, 1, 1]","[1, 1]"
9455,R10637,"(Z)-phenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase",C16075 + C00005 + C00007 + C00080 <=> C00561 + C00006 + 2 C00001,(Z)-Phenylacetaldehyde oxime + NADPH + Oxygen + H+ <=> Mandelonitrile + NADP+ + 2 H2O,,"['C16075', 'C00005', 'C00007', 'C00080']","['C00561', 'C00006', 'C00001']","[1, 1, 1, 1]","[1, 1, '2']"
9456,R10638,UDP-D-glucose:(R)-mandelonitrile beta-D-glucosyltransferase,C00561 + C00029 <=> C00844 + C00015,Mandelonitrile + UDP-glucose <=> Prunasin + UDP,2.4.1.354,"['C00561', 'C00029']","['C00844', 'C00015']","[1, 1]","[1, 1]"
9457,R10639,Prunasin + UDP-glucose <=> Amygdalin + UDP,C00844 + C00029 <=> C08325 + C00015,Prunasin + UDP-glucose <=> Amygdalin + UDP,,"['C00844', 'C00029']","['C08325', 'C00015']","[1, 1]","[1, 1]"
9458,R10640,succinyl-CoA:(R)-citramalate CoA-transferase,C00091 + C02612 <=> C00042 + C20746,Succinyl-CoA + (R)-2-Methylmalate <=> Succinate + (3R)-Citramalyl-CoA,2.8.3.20,"['C00091', 'C02612']","['C00042', 'C20746']","[1, 1]","[1, 1]"
9459,R10641,succinyl-CoA:(R)-malate CoA-transferase,C00091 + C00497 <=> C00042 + C20747,Succinyl-CoA + (R)-Malate <=> Succinate + (R)-Malyl-CoA,2.8.3.20,"['C00091', 'C00497']","['C00042', 'C20747']","[1, 1]","[1, 1]"
9460,R10643,(E)-4-(trimethylammonio)but-2-enoyl-CoA:L-carnitine CoA-transferase,C20748 + C00318 <=> C04114 + C20750,(E)-4-(Trimethylammonio)but-2-enoyl-CoA + L-Carnitine <=> (E)-4-(Trimethylammonio)but-2-enoate + L-Carnitinyl-CoA,2.8.3.21,"['C20748', 'C00318']","['C04114', 'C20750']","[1, 1]","[1, 1]"
9461,R10644,4-Trimethylammoniobutanoyl-CoA:L-carnitine CoA-transferase,C20749 + C00318 <=> C01181 + C20750,4-Trimethylammoniobutanoyl-CoA + L-Carnitine <=> 4-Trimethylammoniobutanoate + L-Carnitinyl-CoA,2.8.3.21,"['C20749', 'C00318']","['C01181', 'C20750']","[1, 1]","[1, 1]"
9462,R10645,"tRNA (N6-dimethylallyladenosine):sulfur-donor,S-adenosyl-L-methionine C2-methylthiotransferase",C04432 + C17023 + 2 C00019 <=> C20753 + C00021 + C00073 + C05198,tRNA containing 6-isopentenyladenosine + Sulfur donor + 2 S-Adenosyl-L-methionine <=> 2-Methylthio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-homocysteine + L-Methionine + 5'-Deoxyadenosine,2.8.4.3,"['C04432', 'C17023', 'C00019']","['C20753', 'C00021', 'C00073', 'C05198']","[1, 1, '2']","[1, 1, 1, 1]"
9463,R10646,tRNA containing 6-isopentenyladenosine + Sulfur donor + S-Adenosyl-L-methionine <=> 2-Thio-N6-dimethylallyladenine in tRNA + L-Methionine + 5'-Deoxyadenosine,C04432 + C17023 + C00019 <=> C20755 + C00073 + C05198,tRNA containing 6-isopentenyladenosine + Sulfur donor + S-Adenosyl-L-methionine <=> 2-Thio-N6-dimethylallyladenine in tRNA + L-Methionine + 5'-Deoxyadenosine,2.8.4.3,"['C04432', 'C17023', 'C00019']","['C20755', 'C00073', 'C05198']","[1, 1, 1]","[1, 1, 1]"
9464,R10647,2-Thio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-methionine <=> 2-Methylthio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-homocysteine,C20755 + C00019 <=> C20753 + C00021,2-Thio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-methionine <=> 2-Methylthio-N6-dimethylallyladenine in tRNA + S-Adenosyl-L-homocysteine,2.8.4.3,"['C20755', 'C00019']","['C20753', 'C00021']","[1, 1]","[1, 1]"
9465,R10648,L-threonylcarbamoyladenylate:adenine in tRNA N6-L-threonylcarbamoyltransferase,C20641 + C17324 <=> C00020 + C20751,L-Threonylcarbamoyladenylate + tRNA adenine <=> AMP + N6-L-Threonylcarbamoyladenine in tRNA,2.3.1.234,"['C20641', 'C17324']","['C00020', 'C20751']","[1, 1]","[1, 1]"
9466,R10649,"tRNA (N6-L-threonylcarbamoyladenosine37):sulfur-donor,S-adenosyl-L-methionine C2-methylthiotransferase",C20751 + C17023 + 2 C00019 <=> C20752 + C00021 + C00073 + C05198,N6-L-Threonylcarbamoyladenine in tRNA + Sulfur donor + 2 S-Adenosyl-L-methionine <=> 2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-homocysteine + L-Methionine + 5'-Deoxyadenosine,2.8.4.5,"['C20751', 'C17023', 'C00019']","['C20752', 'C00021', 'C00073', 'C05198']","[1, 1, '2']","[1, 1, 1, 1]"
9467,R10650,N6-L-Threonylcarbamoyladenine in tRNA + Sulfur donor + S-Adenosyl-L-methionine <=> 2-Thio-N6-L-threonylcarbamoyladenine in tRNA + L-Methionine + 5'-Deoxyadenosine,C20751 + C17023 + C00019 <=> C20754 + C00073 + C05198,N6-L-Threonylcarbamoyladenine in tRNA + Sulfur donor + S-Adenosyl-L-methionine <=> 2-Thio-N6-L-threonylcarbamoyladenine in tRNA + L-Methionine + 5'-Deoxyadenosine,2.8.4.5,"['C20751', 'C17023', 'C00019']","['C20754', 'C00073', 'C05198']","[1, 1, 1]","[1, 1, 1]"
9468,R10651,2-Thio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-methionine <=> 2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-homocysteine,C20754 + C00019 <=> C20752 + C00021,2-Thio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-methionine <=> 2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA + S-Adenosyl-L-homocysteine,2.8.4.5,"['C20754', 'C00019']","['C20752', 'C00021']","[1, 1]","[1, 1]"
9469,R10652,"[ribosomal protein S12]-L-aspartate:sulfur-donor,S-adenosyl-L-methionine C3-methylthiotransferase",C20756 + C17023 + 2 C00019 <=> C20758 + C00021 + C00073 + C05198,[Ribosomal protein S12]-L-aspartate + Sulfur donor + 2 S-Adenosyl-L-methionine <=> [Ribosomal protein S12]-3-methylthioaspartate + S-Adenosyl-L-homocysteine + L-Methionine + 5'-Deoxyadenosine,2.8.4.4,"['C20756', 'C17023', 'C00019']","['C20758', 'C00021', 'C00073', 'C05198']","[1, 1, '2']","[1, 1, 1, 1]"
9470,R10653,[Ribosomal protein S12]-L-aspartate + Sulfur donor + S-Adenosyl-L-methionine <=> [Ribosomal protein S12]-3-thioaspartate + L-Methionine + 5'-Deoxyadenosine,C20756 + C17023 + C00019 <=> C20757 + C00073 + C05198,[Ribosomal protein S12]-L-aspartate + Sulfur donor + S-Adenosyl-L-methionine <=> [Ribosomal protein S12]-3-thioaspartate + L-Methionine + 5'-Deoxyadenosine,2.8.4.4,"['C20756', 'C17023', 'C00019']","['C20757', 'C00073', 'C05198']","[1, 1, 1]","[1, 1, 1]"
9471,R10654,S-adenosyl-L-methionine:[ribosomal protein S12]-3-thioaspartate S-methyltransferase,C20757 + C00019 <=> C20758 + C00021,[Ribosomal protein S12]-3-thioaspartate + S-Adenosyl-L-methionine <=> [Ribosomal protein S12]-3-methylthioaspartate + S-Adenosyl-L-homocysteine,2.8.4.4,"['C20757', 'C00019']","['C20758', 'C00021']","[1, 1]","[1, 1]"
9472,R10655,3'-phosphoadenylyl-sulfate:desulfo-A47934 sulfotransferase,C00053 + C20759 <=> C00054 + C12016,"3'-Phosphoadenylyl sulfate + Desulfo-A47934 <=> Adenosine 3',5'-bisphosphate + A47934",2.8.2.36,"['C00053', 'C20759']","['C00054', 'C12016']","[1, 1]","[1, 1]"
9473,R10656,"20-oxo-5-O-beta-mycaminosyltylactone,reduced ferredoxin:oxygen oxidoreductase (23-hydroxylating)",C20760 + 2 C00138 + 2 C00080 + C00007 <=> C12002 + 2 C00139 + C00001,20-Oxo-5-O-beta-mycaminosyltylactone + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> 5-O-beta-D-Mycaminosyltylonolide + 2 Oxidized ferredoxin + H2O,1.14.15.34,"['C20760', 'C00138', 'C00080', 'C00007']","['C12002', 'C00139', 'C00001']","[1, '2', '2', 1]","[1, '2', 1]"
9474,R10657,"ATP:alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phosphotransferase",C00002 + C20761 <=> C00008 + C20762,"ATP + alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol <=> ADP + 3-O-Phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",2.7.1.181,"['C00002', 'C20761']","['C00008', 'C20762']","[1, 1]","[1, 1]"
9475,R10658,"S-adenosyl-L-methionine:3-O-phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-alpha-diphospho-ditrans,octacis-undecaprenol 3-phospho-methyltransferase",C00019 + C20762 <=> C00021 + C20763,"S-Adenosyl-L-methionine + 3-O-Phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol <=> S-Adenosyl-L-homocysteine + 3-O-Methylphospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol",2.1.1.294,"['C00019', 'C20762']","['C00021', 'C20763']","[1, 1]","[1, 1]"
9476,R10659,CTP:phytol O-phosphotransferase,C00063 + C01389 <=> C00112 + C20764,CTP + Phytol <=> CDP + Phytyl phosphate,2.7.1.182,"['C00063', 'C01389']","['C00112', 'C20764']","[1, 1]","[1, 1]"
9477,R10660,fumarate CoM:CoB oxidoreductase (succinate forming),C00122 + C03576 + C04628 <=> C00042 + C04832,Fumarate + Coenzyme M + Coenzyme B <=> Succinate + Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide,1.3.4.1,"['C00122', 'C03576', 'C04628']","['C00042', 'C04832']","[1, 1, 1]","[1, 1]"
9478,R10661,L-Tryptophan + L-Proline + 2 ATP <=> Brevianamide F + 2 AMP + 2 Diphosphate,C00078 + C00148 + 2 C00002 <=> C20563 + 2 C00020 + 2 C00013,L-Tryptophan + L-Proline + 2 ATP <=> Brevianamide F + 2 AMP + 2 Diphosphate,,"['C00078', 'C00148', 'C00002']","['C20563', 'C00020', 'C00013']","[1, 1, '2']","[1, '2', '2']"
9479,R10662,"dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)",C20765 + C00005 + C00080 + C00007 <=> C20766 + C00006 + C00001,dTDP-beta-L-evernosamine + NADPH + H+ + Oxygen <=> dTDP-N-hydroxy-beta-L-evernosamine + NADP+ + H2O,1.14.13.187,"['C20765', 'C00005', 'C00080', 'C00007']","['C20766', 'C00006', 'C00001']","[1, 1, 1, 1]","[1, 1, 1]"
9480,R10663,"dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)",C20766 + C00005 + C00080 + C00007 <=> C20767 + C00006 + 2 C00001,"dTDP-N-hydroxy-beta-L-evernosamine + NADPH + H+ + Oxygen <=> dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose + NADP+ + 2 H2O",1.14.13.187,"['C20766', 'C00005', 'C00080', 'C00007']","['C20767', 'C00006', 'C00001']","[1, 1, 1, 1]","[1, 1, '2']"
9481,R10664,"dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)",C20765 + 2 C00005 + 2 C00080 + 2 C00007 <=> C20767 + 2 C00006 + 3 C00001,"dTDP-beta-L-evernosamine + 2 NADPH + 2 H+ + 2 Oxygen <=> dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose + 2 NADP+ + 3 H2O",1.14.13.187,"['C20765', 'C00005', 'C00080', 'C00007']","['C20767', 'C00006', 'C00001']","[1, '2', '2', '2']","[1, '2', '3']"
9482,R10665,"UDP-2-acetamido-2,6-dideoxy-L-talose:NADP+ oxidoreductase",C20768 + C00006 <=> C19823 + C00005 + C00080,"UDP-2-acetamido-2,6-dideoxy-beta-L-talose + NADP+ <=> UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose + NADPH + H+",1.1.1.367,"['C20768', 'C00006']","['C19823', 'C00005', 'C00080']","[1, 1]","[1, 1, 1]"
9483,R10666,chorismate hydro-lyase (3-[(1-carboxyvinyl)oxy]benzoate-forming),C00251 <=> C20772 + C00001,Chorismate <=> 3-[(1-Carboxyvinyl)oxy]benzoate + H2O,4.2.1.151,['C00251'],"['C20772', 'C00001']",[1],"[1, 1]"
9484,R10667,"S-adenosyl-L-methionine:3-[(1-carboxyvinyl)-oxy]benzoate adenosyltransferase (bicarbonate-hydrolysing, 6-amino-6-deoxyfutalosine-forming)",C00019 + C20772 + C00001 <=> C20773 + C00073 + C00288,S-Adenosyl-L-methionine + 3-[(1-Carboxyvinyl)oxy]benzoate + H2O <=> 6-Amino-6-deoxyfutalosine + L-Methionine + HCO3-,2.5.1.120,"['C00019', 'C20772', 'C00001']","['C20773', 'C00073', 'C00288']","[1, 1, 1]","[1, 1, 1]"
9485,R10668,6-amino-6-deoxyfutalosine ribohydrolase,C20773 + C00001 <=> C17010 + C00147,6-Amino-6-deoxyfutalosine + H2O <=> Dehypoxanthine futalosine + Adenine,3.2.2.30,"['C20773', 'C00001']","['C17010', 'C00147']","[1, 1]","[1, 1]"
9486,R10669,"6-deoxocastasterone,NADPH---hemoprotein reductase:oxygen oxidoreductase (castasterone-forming)",C15802 + 2 C00007 + 2 C03024 <=> C15794 + 3 C00001 + 2 C03161,6-Deoxocastasterone + 2 Oxygen + 2 [Reduced NADPH---hemoprotein reductase] <=> Castasterone + 3 H2O + 2 [Oxidized NADPH---hemoprotein reductase],1.14.14.179,"['C15802', 'C00007', 'C03024']","['C15794', 'C00001', 'C03161']","[1, '2', '2']","[1, '3', '2']"
9487,R10670,"phenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)",C19714 + C00097 + C00005 + C00007 + C00080 <=> C17237 + C00006 + 2 C00001,(E)-Phenylacetaldoxime + L-Cysteine + NADPH + Oxygen + H+ <=> S-(Phenylacetothiohydroximoyl)-L-cysteine + NADP+ + 2 H2O,1.14.14.45,"['C19714', 'C00097', 'C00005', 'C00007', 'C00080']","['C17237', 'C00006', 'C00001']","[1, 1, 1, 1, 1]","[1, 1, '2']"
9488,R10671,"L-tyrosine,[reduced NADPH-hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)",C00082 + 2 C00007 + 2 C03024 <=> C04350 + 2 C03161 + 3 C00001 + C00011,L-Tyrosine + 2 Oxygen + 2 [Reduced NADPH---hemoprotein reductase] <=> (E)-4-Hydroxyphenylacetaldehyde oxime + 2 [Oxidized NADPH---hemoprotein reductase] + 3 H2O + CO2,1.14.14.36,"['C00082', 'C00007', 'C03024']","['C04350', 'C03161', 'C00001', 'C00011']","[1, '2', '2']","[1, '2', '3', 1]"
9489,R10672,"4-hydroxyphenylacetaldehyde-oxime,NADPH:oxygen oxidoreductase (adding cysteine)",C04350 + C00097 + C00005 + C00007 + C00080 <=> C17238 + C00006 + 2 C00001,(E)-4-Hydroxyphenylacetaldehyde oxime + L-Cysteine + NADPH + Oxygen + H+ <=> S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine + NADP+ + 2 H2O,1.14.14.45,"['C04350', 'C00097', 'C00005', 'C00007', 'C00080']","['C17238', 'C00006', 'C00001']","[1, 1, 1, 1, 1]","[1, 1, '2']"
